NAME	TITLE	SCORE	
CCT5	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]	0.22622423	
PELO	pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]	0.22546062	
PCDH7	protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]	0.22545516	
NUMBL	NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]	0.22372289	
LIN9	lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]	0.2236264	
RNF227	ring finger protein 227 [Source:HGNC Symbol;Acc:HGNC:27571]	0.22327347	
SYN3	synapsin III [Source:HGNC Symbol;Acc:HGNC:11496]	0.22288045	
H3-3A	H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764]	0.22265515	
TCF7L2	transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]	0.2218003	
AZIN2	antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]	0.2218003	
ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	0.22162428	
DUS4L-BCAP29	DUS4L-BCAP29 readthrough [Source:HGNC Symbol;Acc:HGNC:54422]	0.22146823	
DHX34	DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]	0.22126071	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	0.22126071	
C10orf143	chromosome 10 open reading frame 143 [Source:HGNC Symbol;Acc:HGNC:48677]	0.22125258	
ZNF462	zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]	0.22085437	
ZNF724	zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460]	0.22066414	
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]	0.22066113	
CARMIL1	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	0.2206216	
CNTNAP2	contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]	0.22045615	
BDKRB1	bradykinin receptor B1 [Source:HGNC Symbol;Acc:HGNC:1029]	0.22045615	
CCZ1P1	CCZ1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55746]	0.22045615	
SCUBE1	signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]	0.22023104	
TNPO3	transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103]	0.22004385	
TNRC6A	trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]	0.21991354	
MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]	0.21990609	
FAM227A	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	0.21937782	
TMEM203	transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]	0.21902531	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	0.21882614	
ITGB1P1	integrin subunit beta 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3781]	0.21877566	
KCNMA1	potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]	0.2186563	
DLX3	distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]	0.2183952	
PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	0.21824679	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	0.21822214	
PTPN7	protein tyrosine phosphatase non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659]	0.21756093	
GSDMA	gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]	0.21682051	
ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]	0.21682051	
MCHR2	melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]	0.21682051	
FER1L5	fer-1 like family member 5 [Source:HGNC Symbol;Acc:HGNC:19044]	0.21682051	
ZNF341	zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]	0.21671316	
GDAP2	ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]	0.21590678	
CTSL	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	0.215869	
KLF3	KLF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:16516]	0.2156951	
MCUR1	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]	0.21557632	
HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]	0.21541022	
SRP68	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	0.21535939	
DHX57	DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]	0.2153049	
OSBPL3	oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]	0.2150891	
SEMA6B	semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739]	0.21497308	
MBOAT2	membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]	0.21471095	
SLC22A10	solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057]	0.21462674	
TRIP13	thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307]	0.2138277	
CTNNBL1	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]	0.2138194	
BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	0.21354158	
CYP46A1	cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]	0.21343914	
ZNF277	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]	0.21309839	
BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]	0.21308838	
FABP5P15	fatty acid binding protein 5 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:31071]	0.2130056	
SKI	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]	0.2130056	
BCAR1	BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]	0.2130056	
FLYWCH2	FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]	0.2130056	
KCNT1	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]	0.2130056	
IGIP	IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]	0.2130056	
BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	0.2130056	
ADAMTSL5	ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]	0.2130056	
H4C16	H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]	0.2130056	
SLC35A2	solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]	0.2130056	
SLC35C1	solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]	0.2130056	
H4C9	H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]	0.2130056	
ANP32BP1	acidic nuclear phosphoprotein 32 family member B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24267]	0.2130056	
CGB5	chorionic gonadotropin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:16452]	0.2130056	
RPL5P4	ribosomal protein L5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36095]	0.2130056	
DPY19L1P1	DPY19L1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22395]	0.2130056	
DYNLL1P1	dynein light chain LC8-type 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20723]	0.2130056	
NXT1	nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]	0.2130056	
OR2V1	olfactory receptor family 2 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:8280]	0.2130056	
VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]	0.2130056	
TAS2R20	taste 2 receptor member 20 [Source:HGNC Symbol;Acc:HGNC:19109]	0.2130056	
MTCO1P25	MT-CO1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:52090]	0.2130056	
NPDC1	neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]	0.2130056	
CYP1B1	cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]	0.2130056	
VPS26B	VPS26 retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]	0.2130056	
PRRC2A	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]	0.2130056	
ELL	elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114]	0.2130056	
ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	0.2130056	
RNF166	ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]	0.2130056	
RPL12P33	ribosomal protein L12 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:35696]	0.2130056	
RNF32	ring finger protein 32 [Source:HGNC Symbol;Acc:HGNC:17118]	0.2130056	
WBP1	WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]	0.2130056	
EEIG2	EEIG family member 2 [Source:HGNC Symbol;Acc:HGNC:27637]	0.2130056	
RPL5P14	ribosomal protein L5 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35924]	0.2130056	
B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]	0.2130056	
TGFB1	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	0.2130056	
XRCC6P2	X-ray repair cross complementing 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45184]	0.2130056	
LDOC1	LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]	0.2130056	
GARIN2	golgi associated RAB2 interactor family member 2 [Source:HGNC Symbol;Acc:HGNC:20101]	0.2130056	
EIF1AY	eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]	0.2130056	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	0.2130056	
MID1IP1	MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]	0.2130056	
PPAN	peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]	0.2130056	
RPS3AP13	RPS3A pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:54572]	0.2130056	
KCTD17	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705]	0.2130056	
NFILZ	NFIL3 like basic leucine zipper [Source:HGNC Symbol;Acc:HGNC:52681]	0.2130056	
OR13I1P	olfactory receptor family 13 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14732]	0.2130056	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	0.2130056	
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]	0.2130056	
GMEB2	glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]	0.2130056	
ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]	0.2130056	
FBXL17	F-box and leucine rich repeat protein 17 [Source:HGNC Symbol;Acc:HGNC:13615]	0.2130056	
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]	0.2130056	
FTH1P20	ferritin heavy chain 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37639]	0.2130056	
PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]	0.2130056	
RAB11B	RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]	0.2130056	
FABP5P3	fatty acid binding protein 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:22573]	0.2130056	
FABP5P1	fatty acid binding protein 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31059]	0.2130056	
TMC2	transmembrane channel like 2 [Source:HGNC Symbol;Acc:HGNC:16527]	0.2130056	
ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]	0.2130056	
SLC25A1	solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]	0.2130056	
ERFE	erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]	0.2130056	
HNF1A	HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]	0.2130056	
EEF1A1P28	eukaryotic translation elongation factor 1 alpha 1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:37902]	0.2130056	
RGL2	ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]	0.2130056	
TMEM198B	transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]	0.2130056	
KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	0.2130056	
FUT9	fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]	0.2130056	
RPL7AP6	ribosomal protein L7a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19785]	0.2130056	
SH3TC1	SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]	0.2130056	
PASK	PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]	0.2130056	
TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	0.2130056	
CLXN	calaxin [Source:HGNC Symbol;Acc:HGNC:25678]	0.2130056	
SLC31A1P1	solute carrier family 31 member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17124]	0.2130056	
OR2A42	olfactory receptor family 2 subfamily A member 42 [Source:HGNC Symbol;Acc:HGNC:31230]	0.2130056	
RYR1	ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483]	0.2130056	
RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	0.2130056	
LGALS9C	galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]	0.2130056	
ESR2	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]	0.2130056	
PRRG2	proline rich and Gla domain 2 [Source:HGNC Symbol;Acc:HGNC:9470]	0.2130056	
TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]	0.2130056	
SNX25	sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]	0.2130056	
JAM2	junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]	0.2130056	
LGR4	leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]	0.2130056	
ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]	0.2130056	
VPS9D1	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]	0.2130056	
ZNF862	zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]	0.2130056	
EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	0.2130056	
ODAD3	outer dynein arm docking complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28303]	0.2130056	
TMEM63B	transmembrane protein 63B [Source:HGNC Symbol;Acc:HGNC:17735]	0.2130056	
FAM9B	family with sequence similarity 9 member B [Source:HGNC Symbol;Acc:HGNC:18404]	0.2130056	
HNRNPA1P55	heterogeneous nuclear ribonucleoprotein A1 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:48785]	0.2130056	
SHROOM3	shroom family member 3 [Source:HGNC Symbol;Acc:HGNC:30422]	0.2130056	
USF2	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]	0.2130056	
ARMC6	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]	0.2130056	
LIPT2	lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]	0.2130056	
EIF3EP2	EIF3E pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37919]	0.2130056	
OR6C75	olfactory receptor family 6 subfamily C member 75 [Source:HGNC Symbol;Acc:HGNC:31304]	0.2130056	
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	0.2130056	
TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	0.2130056	
LIG3	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	0.2130056	
STARD5	StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]	0.2130056	
MTMR3	myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]	0.2130056	
SLC5A5	solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040]	0.2130056	
NOX5	NADPH oxidase 5 [Source:HGNC Symbol;Acc:HGNC:14874]	0.2130056	
RPL23AP74	ribosomal protein L23a pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:36148]	0.2130056	
ZIK1P1	zinc finger protein interacting with K protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38031]	0.2130056	
SLC16A6	solute carrier family 16 member 6 [Source:HGNC Symbol;Acc:HGNC:10927]	0.2130056	
FHP1	fumarate hydratase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39442]	0.2130056	
OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25823]	0.2130056	
PEMT	phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]	0.2130056	
PSMA6P1	proteasome subunit alpha 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17460]	0.2130056	
RPS26P39	ribosomal protein S26 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:36958]	0.2130056	
CDK18	cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]	0.2130056	
NSUN5P1	NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19146]	0.2130056	
SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	0.2130056	
MTATP8P1	MT-ATP8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44571]	0.2130056	
SCGB2B2	secretoglobin family 2B member 2 [Source:HGNC Symbol;Acc:HGNC:27616]	0.2130056	
KCNIP4	potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]	0.2130056	
KCNJ16	potassium inwardly rectifying channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]	0.2130056	
PFKL	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	0.2130056	
NACA3P	NACA family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]	0.2130056	
RNF215	ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]	0.2130056	
POM121L7P	POM121 transmembrane nucleoporin like 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:35444]	0.2130056	
IL31RA	interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969]	0.2130056	
DDA1	DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]	0.2130056	
ZSWIM4	zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704]	0.2130056	
ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	0.2130056	
PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	0.2130056	
UGT2B4	UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]	0.2130056	
SMIM36	small integral membrane protein 36 [Source:HGNC Symbol;Acc:HGNC:53654]	0.2130056	
SCGB1A1	secretoglobin family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:12523]	0.2130056	
LDLRAD2	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]	0.2130056	
SEC14L3	SEC14 like lipid binding 3 [Source:HGNC Symbol;Acc:HGNC:18655]	0.2130056	
MUC12	mucin 12, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7510]	0.2130056	
INMT-MINDY4	INMT-MINDY4 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41995]	0.2130056	
DAND5	DAN domain BMP antagonist family member 5 [Source:HGNC Symbol;Acc:HGNC:26780]	0.2130056	
GRAMD1C	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]	0.2130056	
NR1H2	nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965]	0.2130056	
C18orf21	chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]	0.2130056	
ZNF319	zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644]	0.2130056	
REEP6	receptor accessory protein 6 [Source:HGNC Symbol;Acc:HGNC:30078]	0.2130056	
SUPT16HP1	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31388]	0.2130056	
ASCC2	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]	0.2130056	
TRPM8	transient receptor potential cation channel subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:17961]	0.2130056	
CLDN19	claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]	0.2130056	
RIPOR2	RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]	0.2130056	
AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	0.2130056	
OR52H1	olfactory receptor family 52 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:15218]	0.2130056	
RBFOX3	RNA binding fox-1 homolog 3 [Source:HGNC Symbol;Acc:HGNC:27097]	0.2130056	
ZNF208	zinc finger protein 208 [Source:HGNC Symbol;Acc:HGNC:12999]	0.2130056	
FAM192BP	family with sequence similarity 192 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:37194]	0.2130056	
CDYLP1	CDYL pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52805]	0.2130056	
HIVEP3	HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]	0.2130056	
IQSEC2	IQ motif and Sec7 domain ArfGEF 2 [Source:HGNC Symbol;Acc:HGNC:29059]	0.2130056	
WNK3	WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]	0.2130056	
GLCCI1	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]	0.2130056	
FAM50B	family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]	0.2130056	
PDE4DIPP2	PDE4DIP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55081]	0.2130056	
LINC00680	long intergenic non-protein coding RNA 680 [Source:HGNC Symbol;Acc:HGNC:44417]	0.2130056	
PPIAP52	peptidylprolyl isomerase A pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:53676]	0.2130056	
CHST14	carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]	0.2130056	
ST14	ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]	0.2130056	
ZNF135	zinc finger protein 135 [Source:HGNC Symbol;Acc:HGNC:12919]	0.2130056	
CCL16	C-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:10614]	0.2130056	
THSD1P1	thrombospondin type 1 domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31375]	0.2130056	
CUL9	cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]	0.2130056	
NACA2	nascent polypeptide associated complex subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:23290]	0.2130056	
ITGA10	integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]	0.2130056	
BAK1	BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]	0.2130056	
SERHL2	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]	0.2130056	
GALNT11	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	0.2130056	
ABCD1	ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]	0.2130056	
PCDHGA5	protocadherin gamma subfamily A, 5 [Source:HGNC Symbol;Acc:HGNC:8703]	0.2130056	
B4GALT7	beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]	0.2130056	
ZNF180	zinc finger protein 180 [Source:HGNC Symbol;Acc:HGNC:12970]	0.2130056	
DARS2	aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]	0.21298711	
UBR7	ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]	0.2129835	
DLG3	discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]	0.21268013	
BCL10	BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989]	0.21263765	
ZNF429	zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]	0.2126291	
B2M	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	0.21247618	
PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	0.21224417	
MYH7B	myosin heavy chain 7B [Source:HGNC Symbol;Acc:HGNC:15906]	0.21205296	
FUS	FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]	0.21204671	
NBPF19	NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]	0.21201985	
LTBR	lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]	0.21196485	
TIMM17A	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	0.21147989	
GCFC2	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]	0.21132146	
TRAPPC2L	trafficking protein particle complex subunit 2L [Source:HGNC Symbol;Acc:HGNC:30887]	0.21056876	
CCDC12	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	0.21053213	
POLE2	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]	0.21048833	
SMG5	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]	0.21002182	
FANCE	FA complementation group E [Source:HGNC Symbol;Acc:HGNC:3586]	0.20993294	
CASP6	caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]	0.20969632	
MIX23	mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]	0.20956701	
RDH14	retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]	0.20914224	
PEX16	peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]	0.20914224	
HTRA4	HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]	0.20914224	
