NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
DNTTIP2	1	ENSG00000067334	
CENPI	1	ENSG00000102384	
RPL7L1	1	ENSG00000146223	
UBAP2L	1	ENSG00000143569	
BEST1	1	ENSG00000167995	
PITPNM1	1	ENSG00000110697	
UACA	1	ENSG00000137831	
BCL2L13	1	ENSG00000099968	
ITGB4	1	ENSG00000132470	
SEC13	1	ENSG00000157020	
VPS54	1	ENSG00000143952	
SSBP1	1	ENSG00000106028	
DGKG	1	ENSG00000058866	
ATP5ME	1	ENSG00000169020	
CCN6	1	ENSG00000112761	
PPP4R3B	1	ENSG00000275052	
KLHL7	1	ENSG00000122550	
NEU1	1	ENSG00000204386	
TMEM40	1	ENSG00000088726	
OCIAD2	1	ENSG00000145247	
NCKAP5	1	ENSG00000176771	
KCTD20	1	ENSG00000112078	
MAGI3	1	ENSG00000081026	
HNRNPA0	1	ENSG00000177733	
VPS39	1	ENSG00000166887	
DSTYK	1	ENSG00000133059	
RNF10	1	ENSG00000022840	
CD58	1	ENSG00000116815	
PLEKHF2	1	ENSG00000175895	
XYLT1	1	ENSG00000103489	
RBM14-RBM4	1	ENSG00000248643	
KNOP1	1	ENSG00000103550	
ZNF398	1	ENSG00000197024	
PKIG	1	ENSG00000168734	
ACD	1	ENSG00000102977	
ITGB5	1	ENSG00000082781	
C5orf34	1	ENSG00000172244	
VEZT	1	ENSG00000028203	
YWHAQ	1	ENSG00000134308	
RPUSD3	1	ENSG00000156990	
RAP2A	1	ENSG00000125249	
P4HA1	1	ENSG00000122884	
GPN3	1	ENSG00000111231	
CIBAR1	1	ENSG00000188343	
WDR33	1	ENSG00000136709	
PLEKHA5	1	ENSG00000052126	
MLH3	1	ENSG00000119684	
COL12A1	1	ENSG00000111799	
TUBB2A	1	ENSG00000137267	
U2AF1L4	1	ENSG00000161265	
OLA1P2	1	ENSG00000213671	
BLVRA	1	ENSG00000106605	
NCOA6	1	ENSG00000198646	
FRA10AC1	1	ENSG00000148690	
FUBP1	1	ENSG00000162613	
KLHL20	1	ENSG00000076321	
HADH	1	ENSG00000138796	
MSL1	1	ENSG00000188895	
CENPX	1	ENSG00000169689	
MAST3	1	ENSG00000099308	
FHL2	1	ENSG00000115641	
MRPL51	1	ENSG00000111639	
SLC7A7	1	ENSG00000155465	
SNRPD3	1	ENSG00000100028	
LARS2	1	ENSG00000011376	
PPP2R5C	1	ENSG00000078304	
PSMD5	1	ENSG00000095261	
RPL17	1	ENSG00000265681	
SEPTIN7	1	ENSG00000122545	
CERS6	1	ENSG00000172292	
RPSA	1	ENSG00000168028	
ZBED5	1	ENSG00000236287	
HTT	1	ENSG00000197386	
KIAA0586	1	ENSG00000100578	
ZNF532	1	ENSG00000074657	
ZBTB33	1	ENSG00000177485	
PPP1R15A	1	ENSG00000087074	
VASP	1	ENSG00000125753	
RRAS2	1	ENSG00000133818	
SLC25A53	1	ENSG00000269743	
SMARCA2	1	ENSG00000080503	
CYRIB	1	ENSG00000153310	
KLHL30	1	ENSG00000168427	
STX5	1	ENSG00000162236	
C12orf57	1	ENSG00000111678	
OR2M4	1	ENSG00000171180	
FBRS	1	ENSG00000156860	
GFRAL	1	ENSG00000187871	
ZNF799	1	ENSG00000196466	
C20orf96	1	ENSG00000196476	
SMOX	1	ENSG00000088826	
ZNF566	1	ENSG00000186017	
PGP	1	ENSG00000184207	
SAV1	1	ENSG00000151748	
CCNJ	1	ENSG00000107443	
NACC1	1	ENSG00000160877	
PIGBOS1	1	ENSG00000225973	
GMEB1	1	ENSG00000162419	
CHMP3	1	ENSG00000115561	
GTF2IRD2B	1	ENSG00000174428	
BTBD1	1	ENSG00000064726	
ZNF800	1	ENSG00000048405	
ROGDI	1	ENSG00000067836	
SRP14	1	ENSG00000140319	
ANAPC5	1	ENSG00000089053	
GNB4	1	ENSG00000114450	
LAMC1	1	ENSG00000135862	
ANKRD50	1	ENSG00000151458	
B3GAT3	1	ENSG00000149541	
NAP1L1	1	ENSG00000187109	
IFT25	1	ENSG00000081870	
NBPF8	1	ENSG00000270231	
KCNN2	1	ENSG00000080709	
SUFU	1	ENSG00000107882	
GAS7	1	ENSG00000007237	
PRKG2	1	ENSG00000138669	
KLHL33	1	ENSG00000185271	
ABT1	1	ENSG00000146109	
CDC34	1	ENSG00000099804	
IFITM3P9	1	ENSG00000271134	
TMEM201	1	ENSG00000188807	
RPL23P8	1	ENSG00000219451	
IL15RA	1	ENSG00000134470	
RPS27AP11	1	ENSG00000218208	
PAX5	1	ENSG00000196092	
RPS7P1	1	ENSG00000263266	
BOLA2	1	ENSG00000183336	
NME3	1	ENSG00000103024	
ARL14	1	ENSG00000179674	
ZCCHC14	1	ENSG00000140948	
ACAA1	1	ENSG00000060971	
EEF1B2P3	1	ENSG00000232472	
KCNJ14	1	ENSG00000182324	
AHCTF1P1	1	ENSG00000226121	
ADGRD1	1	ENSG00000111452	
RIPOR1	1	ENSG00000039523	
TMEM37	1	ENSG00000171227	
HSF4	1	ENSG00000102878	
MAIP1	1	ENSG00000162972	
USP21	1	ENSG00000143258	
LIMD1	1	ENSG00000144791	
ANKRD49	1	ENSG00000168876	
PRPF8	1	ENSG00000174231	
TPM4	1	ENSG00000167460	
AMZ2	1	ENSG00000196704	
PIGF	1	ENSG00000151665	
PARK7	1	ENSG00000116288	
RPL21	1	ENSG00000122026	
NOC3L	1	ENSG00000173145	
POLR3E	1	ENSG00000058600	
FKBP3	1	ENSG00000100442	
CALM1	1	ENSG00000198668	
GOLGA7	1	ENSG00000147533	
SNX27	1	ENSG00000143376	
CACUL1	1	ENSG00000151893	
KIF2A	1	ENSG00000068796	
SDC3	1	ENSG00000162512	
EIF3E	1	ENSG00000104408	
OSMR	1	ENSG00000145623	
CCDC15	1	ENSG00000149548	
YTHDF3	1	ENSG00000185728	
ZWILCH	1	ENSG00000174442	
DDX18	1	ENSG00000088205	
RPL26	1	ENSG00000161970	
ANKZF1	1	ENSG00000163516	
GOLGB1	1	ENSG00000173230	
TSPAN6	1	ENSG00000000003	
FCF1	1	ENSG00000119616	
TIMM23B	1	ENSG00000204152	
RPS17	1	ENSG00000182774	
SPIN1	1	ENSG00000106723	
TM9SF3	1	ENSG00000077147	
MFF	1	ENSG00000168958	
TMEM183A	1	ENSG00000163444	
TIMM10B	1	ENSG00000132286	
ACADM	1	ENSG00000117054	
CPNE3	1	ENSG00000085719	
PPP2R5E	1	ENSG00000154001	
OR2A7	1	ENSG00000243896	
ZNRD2	1	ENSG00000173465	
WDR35	1	ENSG00000118965	
LTN1	1	ENSG00000198862	
C22orf39	1	ENSG00000242259	
NIPSNAP2	1	ENSG00000146729	
STUB1	1	ENSG00000103266	
CNOT1	1	ENSG00000125107	
RDX	1	ENSG00000137710	
ADAM10	1	ENSG00000137845	
RIOK3	1	ENSG00000101782	
ABHD14A	1	ENSG00000248487	
NSFL1C	1	ENSG00000088833	
RHPN2	1	ENSG00000131941	
TOR2A	1	ENSG00000160404	
SINHCAF	1	ENSG00000139146	
RRAGC	1	ENSG00000116954	
CSNK2A1	1	ENSG00000101266	
PRPF38B	1	ENSG00000134186	
AKAP17A	1	ENSG00000292343	
RIMOC1	1	ENSG00000205765	
EIF4G2	1	ENSG00000110321	
NR6A1	1	ENSG00000148200	
ILF2	1	ENSG00000143621	
TMEM276	1	ENSG00000291317	
PLS3	1	ENSG00000102024	
LPGAT1	1	ENSG00000123684	
RNASEH2B	1	ENSG00000136104	
HEATR1	1	ENSG00000119285	
PSMD10	1	ENSG00000101843	
GTF3C6	1	ENSG00000155115	
GTF2E1	1	ENSG00000153767	
IFT52	1	ENSG00000101052	
SDHA	1	ENSG00000073578	
PLK1	1	ENSG00000166851	
ASH1L	1	ENSG00000116539	
SRSF9	1	ENSG00000111786	
PMS2P1	1	ENSG00000078319	
KIDINS220	1	ENSG00000134313	
PPP2R2D	1	ENSG00000175470	
C14orf119	1	ENSG00000179933	
NUDT5	1	ENSG00000165609	
STK3	1	ENSG00000104375	
HOXD11	1	ENSG00000128713	
LHX1	1	ENSG00000273706	
NPIPA1	1	ENSG00000183426	
SUPT20HL2	1	ENSG00000223611	
SPRED3	1	ENSG00000188766	
PKMYT1	1	ENSG00000127564	
LRRC37A2	1	ENSG00000238083	
ZNF841	1	ENSG00000197608	
FASTKD5	1	ENSG00000215251	
WDR54	1	ENSG00000005448	
RPL14	1	ENSG00000188846	
WARS2	1	ENSG00000116874	
KRT14	1	ENSG00000186847	
MIGA1	1	ENSG00000180488	
PHB1	1	ENSG00000167085	
DDOST	1	ENSG00000244038	
BICD2	1	ENSG00000185963	
CSRP2	1	ENSG00000175183	
PYURF	1	ENSG00000145337	
MTPAP	1	ENSG00000107951	
GTF3C1	1	ENSG00000077235	
ENSG00000284526	1	ENSG00000284526	
TSPAN5	1	ENSG00000168785	
BAIAP2L1	1	ENSG00000006453	
OSBPL1A	1	ENSG00000141447	
NDUFAF3	1	ENSG00000178057	
SBNO1	1	ENSG00000139697	
RPL7P19	1	ENSG00000241458	
ESRP1	1	ENSG00000104413	
VEGFB	1	ENSG00000173511	
CNOT9	1	ENSG00000144580	
TBCB	1	ENSG00000105254	
EIF1AX	1	ENSG00000173674	
NOA1	1	ENSG00000084092	
GNPDA2	1	ENSG00000163281	
TNFRSF10A	1	ENSG00000104689	
DPAGT1	1	ENSG00000172269	
YIPF3	1	ENSG00000137207	
SZRD1	1	ENSG00000055070	
SAP18	1	ENSG00000150459	
PTPN11	1	ENSG00000179295	
NDUFS7	1	ENSG00000115286	
THYN1	1	ENSG00000151500	
HIVEP1	1	ENSG00000095951	
TNPO1	1	ENSG00000083312	
METTL2B	1	ENSG00000165055	
MET	1	ENSG00000105976	
GPRASP3	1	ENSG00000198908	
SCFD2	1	ENSG00000184178	
CENPB	1	ENSG00000125817	
TMEM41B	1	ENSG00000166471	
LRRTM4	1	ENSG00000176204	
ANGEL1	1	ENSG00000013523	
RHOBTB3	1	ENSG00000164292	
S100A14	1	ENSG00000189334	
AP2A2	1	ENSG00000183020	
ATP5PO	1	ENSG00000241837	
PAQR5	1	ENSG00000137819	
TRIM56	1	ENSG00000169871	
HPSE	1	ENSG00000173083	
TRPM4	1	ENSG00000130529	
TPR	1	ENSG00000047410	
CTSK	1	ENSG00000143387	
UCHL5	1	ENSG00000116750	
DPY30	1	ENSG00000162961	
PPP3R1	1	ENSG00000221823	
GNPTG	1	ENSG00000090581	
SH3GL1	1	ENSG00000141985	
ITPRIPL2	1	ENSG00000205730	
B4GALT3	1	ENSG00000158850	
UBOX5	1	ENSG00000185019	
SESN3	1	ENSG00000149212	
SH3GLB1	1	ENSG00000097033	
OSTF1	1	ENSG00000134996	
ATP5MC2	1	ENSG00000135390	
AKIRIN1	1	ENSG00000174574	
SRSF1	1	ENSG00000136450	
JUP	1	ENSG00000173801	
FAM3A	1	ENSG00000071889	
SLC35F2	1	ENSG00000110660	
WDFY1	1	ENSG00000085449	
AIG1	1	ENSG00000146416	
ZNF518A	1	ENSG00000177853	
TMEM161B	1	ENSG00000164180	
ACTR3	1	ENSG00000115091	
SMU1	1	ENSG00000122692	
ACACA	1	ENSG00000278540	
EXOSC6	1	ENSG00000223496	
NOP58	1	ENSG00000055044	
DSC3	1	ENSG00000134762	
DFFB	1	ENSG00000169598	
NEO1	1	ENSG00000067141	
PRPF38A	1	ENSG00000134748	
RPUSD4	1	ENSG00000165526	
HMG20A	1	ENSG00000140382	
PLBD2	1	ENSG00000151176	
MTERF2	1	ENSG00000120832	
DDT	1	ENSG00000099977	
BTN3A3	1	ENSG00000111801	
CCDC88A	1	ENSG00000115355	
GSDME	1	ENSG00000105928	
UQCRQ	1	ENSG00000164405	
TGFBI	1	ENSG00000120708	
RNF138	1	ENSG00000134758	
NUDCD2	1	ENSG00000170584	
NRP2	1	ENSG00000118257	
NFIB	1	ENSG00000147862	
SFXN4	1	ENSG00000183605	
COQ10B	1	ENSG00000115520	
ARHGAP19-SLIT1	1	ENSG00000269891	
RFWD3	1	ENSG00000168411	
RAB33B	1	ENSG00000172007	
TXNDC17	1	ENSG00000129235	
SFMBT1	1	ENSG00000163935	
ZNF34	1	ENSG00000196378	
ELMOD2	1	ENSG00000179387	
SEPTIN10	1	ENSG00000186522	
EEF2KMT	1	ENSG00000118894	
CAPRIN1	1	ENSG00000135387	
ANKRD26	1	ENSG00000107890	
PPA2	1	ENSG00000138777	
LARS1	1	ENSG00000133706	
ATP6V1H	1	ENSG00000047249	
NDUFA9	1	ENSG00000139180	
BLTP1	1	ENSG00000138688	
ANKRD33B	1	ENSG00000164236	
SPIN4	1	ENSG00000186767	
SPTLC1	1	ENSG00000090054	
TRIM25	1	ENSG00000121060	
FIGNL1	1	ENSG00000132436	
HDLBP	1	ENSG00000115677	
SEPTIN2	1	ENSG00000168385	
ABCA13	1	ENSG00000179869	
WDR27	1	ENSG00000184465	
DYNC2H1	1	ENSG00000187240	
IP6K2	1	ENSG00000068745	
TAX1BP3	1	ENSG00000213977	
MMACHC	1	ENSG00000132763	
OSBP	1	ENSG00000110048	
RPP25L	1	ENSG00000164967	
ABLIM1	1	ENSG00000099204	
ARL17A	1	ENSG00000185829	
ZFP62	1	ENSG00000196670	
AZI2	1	ENSG00000163512	
NPRL2	1	ENSG00000114388	
SRP72P2	1	ENSG00000188451	
FBXO34	1	ENSG00000178974	
RRP9	1	ENSG00000114767	
HECTD2	1	ENSG00000165338	
TANGO6	1	ENSG00000103047	
C3orf62	1	ENSG00000188315	
CDPF1	1	ENSG00000205643	
ATP13A4	1	ENSG00000127249	
LRG1	1	ENSG00000171236	
CECR2	1	ENSG00000099954	
PABIR1	1	ENSG00000187866	
TAF11	1	ENSG00000064995	
CPED1	1	ENSG00000106034	
SPA17P1	1	ENSG00000236797	
NLGN3	1	ENSG00000196338	
AGFG1	1	ENSG00000173744	
MTUS2	1	ENSG00000132938	
ATP6V0C	1	ENSG00000185883	
DNAJC12	1	ENSG00000108176	
CCDC169-SOHLH2	1	ENSG00000250709	
FPGT-TNNI3K	1	ENSG00000259030	
FGF7P4	1	ENSG00000216829	
RECK	1	ENSG00000122707	
MFSD12	1	ENSG00000161091	
RELT	1	ENSG00000054967	
TLE1	1	ENSG00000196781	
PLEKHG1	1	ENSG00000120278	
ANGPT1	1	ENSG00000154188	
TMEM30B	1	ENSG00000182107	
RFX3	1	ENSG00000080298	
GPR18	1	ENSG00000125245	
IFNWP19	1	ENSG00000238271	
GPR35	1	ENSG00000178623	
PGAM4	1	ENSG00000226784	
SLC9B2	1	ENSG00000164038	
PCDH12	1	ENSG00000113555	
XRCC1	1	ENSG00000073050	
PAF1	1	ENSG00000006712	
RGL4	1	ENSG00000159496	
ERCC6L	1	ENSG00000186871	
RGS3	1	ENSG00000138835	
MLST8	1	ENSG00000167965	
MAPK14	1	ENSG00000112062	
HOXA9	1	ENSG00000078399	
ING5	1	ENSG00000168395	
PAX9	1	ENSG00000198807	
WWP2	1	ENSG00000198373	
PLPP7	1	ENSG00000160539	
MGST1	1	ENSG00000008394	
RYR3	1	ENSG00000198838	
EPB41L4B	1	ENSG00000095203	
GID4	1	ENSG00000141034	
ARL8A	1	ENSG00000143862	
HNRNPA1P68	1	ENSG00000230946	
FBXW10	1	ENSG00000171931	
LMNB1	1	ENSG00000113368	
SDHAP3	1	ENSG00000185986	
WDR5B	1	ENSG00000196981	
NDUFAF2P1	1	ENSG00000279307	
AP5Z1	1	ENSG00000242802	
RIMS3	1	ENSG00000117016	
DAXX	1	ENSG00000204209	
AIRE	1	ENSG00000160224	
HMGXB3	1	ENSG00000113716	
NELFB	1	ENSG00000188986	
C7orf57	1	ENSG00000164746	
EVC2	1	ENSG00000173040	
GATAD2B	1	ENSG00000143614	
ZNF697	1	ENSG00000143067	
HNMT	1	ENSG00000150540	
ZNF619	1	ENSG00000177873	
ZNF704	1	ENSG00000164684	
PEPD	1	ENSG00000124299	
CDK19	1	ENSG00000155111	
LZTS3	1	ENSG00000088899	
TAP2	1	ENSG00000204267	
PATZ1	1	ENSG00000100105	
EXOC3L2	1	ENSG00000283632	
NPFFR2	1	ENSG00000056291	
ACTN4	1	ENSG00000130402	
CCDC9B	1	ENSG00000188549	
SREBF1	1	ENSG00000072310	
TCEA2	1	ENSG00000171703	
AMMECR1L	1	ENSG00000144233	
UGT1A7	1	ENSG00000244122	
KBTBD8	1	ENSG00000163376	
FAM81A	1	ENSG00000157470	
PUSL1	1	ENSG00000169972	
UBALD2	1	ENSG00000185262	
FLT4	1	ENSG00000037280	
ARRB2	1	ENSG00000141480	
RP9P	1	ENSG00000205763	
CTRL	1	ENSG00000141086	
PTPRR	1	ENSG00000153233	
CICP27	1	ENSG00000233750	
SUPT3H	1	ENSG00000196284	
ANO1	1	ENSG00000131620	
PACSIN3	1	ENSG00000165912	
CD99	1	ENSG00000292348	
TEX101	1	ENSG00000131126	
NFRKB	1	ENSG00000170322	
CD200R1	1	ENSG00000163606	
AMT	1	ENSG00000145020	
HSP90AA6P	1	ENSG00000181359	
INPP5E	1	ENSG00000148384	
MAPT	1	ENSG00000186868	
EP400	1	ENSG00000183495	
LEKR1	1	ENSG00000197980	
MTMR2	1	ENSG00000087053	
GOLGA6L6	1	ENSG00000277322	
TMEM158	1	ENSG00000249992	
MSRB3	1	ENSG00000174099	
SLC27A1	1	ENSG00000130304	
GDA	1	ENSG00000119125	
RPL10P6	1	ENSG00000230076	
OSR2	1	ENSG00000164920	
MYL6	1	ENSG00000092841	
C7orf50	1	ENSG00000146540	
MRPS12	1	ENSG00000128626	
CAB39L	1	ENSG00000102547	
CFAP210	1	ENSG00000154479	
GBP5	1	ENSG00000154451	
AADAT	1	ENSG00000109576	
BAIAP2	1	ENSG00000175866	
TBC1D4	1	ENSG00000136111	
FCF1P6	1	ENSG00000225671	
TRIB2	1	ENSG00000071575	
MYEOV	1	ENSG00000172927	
DPY19L2	1	ENSG00000177990	
ARFGAP1	1	ENSG00000101199	
CYCSP6	1	ENSG00000214429	
CTDSPL	1	ENSG00000144677	
RPL7P23	1	ENSG00000244363	
COMMD7	1	ENSG00000149600	
IRX5	1	ENSG00000176842	
PRPF19	1	ENSG00000110107	
RNA5SP278	1	ENSG00000252864	
CENPT	1	ENSG00000102901	
SMIM39	1	ENSG00000284479	
MYO19	1	ENSG00000278259	
TSSC4	1	ENSG00000184281	
PFDN6	1	ENSG00000204220	
ZBTB14	1	ENSG00000198081	
RPL17P7	1	ENSG00000244716	
FIS1	1	ENSG00000214253	
ERAL1	1	ENSG00000132591	
C11orf24	1	ENSG00000171067	
NHLRC2	1	ENSG00000196865	
ANXA8	1	ENSG00000265190	
PRPF18	1	ENSG00000165630	
CALML4	1	ENSG00000129007	
C2orf74	1	ENSG00000237651	
NUB1	1	ENSG00000013374	
KYAT3	1	ENSG00000137944	
BTF3L4	1	ENSG00000134717	
IFTAP	1	ENSG00000166352	
ACSL4	1	ENSG00000068366	
TARS1	1	ENSG00000113407	
GRB2	1	ENSG00000177885	
PTGR1	1	ENSG00000106853	
PSMC5	1	ENSG00000087191	
MOCS2	1	ENSG00000164172	
TANC2	1	ENSG00000170921	
DNAAF10	1	ENSG00000243667	
CHCHD5	1	ENSG00000125611	
CD59	1	ENSG00000085063	
CBLL1	1	ENSG00000105879	
TIMM10	1	ENSG00000134809	
ADAT2	1	ENSG00000189007	
PAM16	1	ENSG00000217930	
CCNYL1	1	ENSG00000163249	
PDPN	1	ENSG00000162493	
MARK1	1	ENSG00000116141	
PSMB7	1	ENSG00000136930	
MYO1C	1	ENSG00000197879	
SLC35F6	1	ENSG00000213699	
WBP1L	1	ENSG00000166272	
PPME1	1	ENSG00000214517	
ATP7B	1	ENSG00000123191	
DCLRE1C	1	ENSG00000152457	
RNF214	1	ENSG00000167257	
FAT1	1	ENSG00000083857	
INTS12	1	ENSG00000138785	
METAP2	1	ENSG00000111142	
MCM3	1	ENSG00000112118	
CRIPT	1	ENSG00000119878	
SNX2	1	ENSG00000205302	
NRDC	1	ENSG00000078618	
PRKACB	1	ENSG00000142875	
HDX	1	ENSG00000165259	
ABCA10	1	ENSG00000154263	
POLR1C	1	ENSG00000171453	
SACM1L	1	ENSG00000211456	
CAPZB	1	ENSG00000077549	
CENPW	1	ENSG00000203760	
RSBN1	1	ENSG00000081019	
DPH5	1	ENSG00000117543	
ALDH1B1	1	ENSG00000137124	
ZNF330	1	ENSG00000109445	
NDUFB3	1	ENSG00000119013	
IL1B	1	ENSG00000125538	
OGDH	1	ENSG00000105953	
DENND10	1	ENSG00000119979	
RAB6A	1	ENSG00000175582	
SMC1B	1	ENSG00000077935	
GET1	1	ENSG00000182093	
CAPRIN2	1	ENSG00000110888	
RNF19A	1	ENSG00000034677	
ERCC5	1	ENSG00000134899	
MYO1B	1	ENSG00000128641	
CERS3	1	ENSG00000154227	
SNRNP70	1	ENSG00000104852	
POLD3	1	ENSG00000077514	
MZF1	1	ENSG00000099326	
GSR	1	ENSG00000104687	
FBXW7	1	ENSG00000109670	
PRPSAP1	1	ENSG00000161542	
WSB1	1	ENSG00000109046	
TCEAL4	1	ENSG00000133142	
ATF6	1	ENSG00000118217	
DNAJB14	1	ENSG00000164031	
MPHOSPH10	1	ENSG00000124383	
ARID1A	1	ENSG00000117713	
ZFYVE19	1	ENSG00000166140	
DUSP6	1	ENSG00000139318	
ALDH18A1	1	ENSG00000059573	
DGKH	1	ENSG00000102780	
C1QBP	1	ENSG00000108561	
TRAF7	1	ENSG00000131653	
CLCN5	1	ENSG00000171365	
TUBG2	1	ENSG00000037042	
ADSS1	1	ENSG00000185100	
OR3A2	1	ENSG00000221882	
EEF1A1P30	1	ENSG00000237757	
SNX19	1	ENSG00000120451	
PHKB	1	ENSG00000102893	
ATP5PD	1	ENSG00000167863	
TXNL1	1	ENSG00000091164	
CAMK2N1	1	ENSG00000162545	
TRIP12	1	ENSG00000153827	
FAM136A	1	ENSG00000035141	
STYK1	1	ENSG00000060140	
CRYZ	1	ENSG00000116791	
TTF2	1	ENSG00000116830	
SNX18	1	ENSG00000178996	
CDKL1	1	ENSG00000100490	
DKK3	1	ENSG00000050165	
ERLIN1	1	ENSG00000107566	
ZFAND5	1	ENSG00000107372	
DNAJC1	1	ENSG00000136770	
CUL2	1	ENSG00000108094	
EFTUD2	1	ENSG00000108883	
HDGF	1	ENSG00000143321	
FHAD1	1	ENSG00000142621	
SCAMP1	1	ENSG00000085365	
LYAR	1	ENSG00000145220	
DBT	1	ENSG00000137992	
IPO9	1	ENSG00000198700	
PTGES3	1	ENSG00000110958	
TRIM11	1	ENSG00000154370	
DHX32	1	ENSG00000089876	
NUDT3	1	ENSG00000272325	
ACOT9	1	ENSG00000123130	
BRCA1	1	ENSG00000012048	
PPP4R3A	1	ENSG00000100796	
SON	1	ENSG00000159140	
MAP1LC3B	1	ENSG00000140941	
PLEKHA2	1	ENSG00000169499	
SNX10	1	ENSG00000086300	
GRHL1	1	ENSG00000134317	
VPS28	1	ENSG00000160948	
AKAP10	1	ENSG00000108599	
PBDC1	1	ENSG00000102390	
PKD1	1	ENSG00000008710	
IPO5	1	ENSG00000065150	
RIF1	1	ENSG00000080345	
S100A4	1	ENSG00000196154	
DDX17	1	ENSG00000100201	
ABRAXAS2	1	ENSG00000165660	
SIGMAR1	1	ENSG00000147955	
FKBP9	1	ENSG00000122642	
IPO11	1	ENSG00000086200	
MTLN	1	ENSG00000175701	
CLOCK	1	ENSG00000134852	
RETREG2	1	ENSG00000144567	
TPT1	1	ENSG00000133112	
UTP3	1	ENSG00000132467	
HEATR5A	1	ENSG00000129493	
GSDMD	1	ENSG00000104518	
LSP1	1	ENSG00000130592	
HIC2	1	ENSG00000169635	
MAPK8IP2	1	ENSG00000008735	
E2F4	1	ENSG00000205250	
ATP5MGL	1	ENSG00000249222	
SEC14L6	1	ENSG00000214491	
USP43	1	ENSG00000154914	
MDM1	1	ENSG00000111554	
HOXD13	1	ENSG00000128714	
RNF25	1	ENSG00000163481	
AP1S1	1	ENSG00000106367	
SPDYE12	1	ENSG00000184616	
MYCL	1	ENSG00000116990	
MBOAT7	1	ENSG00000125505	
SENP3-EIF4A1	1	ENSG00000277957	
SLA2	1	ENSG00000101082	
FAM118B	1	ENSG00000197798	
ARHGEF5	1	ENSG00000050327	
MTHFD2L	1	ENSG00000163738	
SPATA2	1	ENSG00000158480	
NBPF2P	1	ENSG00000227001	
NRSN2	1	ENSG00000125841	
MRPL38	1	ENSG00000204316	
JADE2	1	ENSG00000043143	
IDH1	1	ENSG00000138413	
SEC23IP	1	ENSG00000107651	
MIB1	1	ENSG00000101752	
BCL2L1	1	ENSG00000171552	
NEFM	1	ENSG00000104722	
RTL10	1	ENSG00000215012	
NBAS	1	ENSG00000151779	
ZSWIM6	1	ENSG00000130449	
MZT2A	1	ENSG00000173272	
SF3B2	1	ENSG00000087365	
CAVIN2	1	ENSG00000168497	
L3MBTL3	1	ENSG00000198945	
ZMYND8	1	ENSG00000101040	
HNRNPA1P33	1	ENSG00000213412	
PPP3CA	1	ENSG00000138814	
TRIM16	1	ENSG00000221926	
ZNF266	1	ENSG00000174652	
MRPS30	1	ENSG00000112996	
BOD1	1	ENSG00000145919	
ATP10A	1	ENSG00000206190	
EIF4EBP1	1	ENSG00000187840	
FAM229B	1	ENSG00000203778	
CLEC16A	1	ENSG00000038532	
VPS25	1	ENSG00000131475	
RBP1	1	ENSG00000114115	
LGALS8	1	ENSG00000116977	
USP34	1	ENSG00000115464	
GNG10	1	ENSG00000242616	
SASS6	1	ENSG00000156876	
SYNC	1	ENSG00000162520	
CD99L2	1	ENSG00000102181	
PRDM2	1	ENSG00000116731	
CDC123	1	ENSG00000151465	
BEND3	1	ENSG00000178409	
CASP2	1	ENSG00000106144	
CDCA5	1	ENSG00000146670	
SLC39A11	1	ENSG00000133195	
NEK1	1	ENSG00000137601	
HDDC2	1	ENSG00000111906	
DAZAP1	1	ENSG00000071626	
FILIP1L	1	ENSG00000168386	
SEL1L3	1	ENSG00000091490	
CA12	1	ENSG00000074410	
GGCX	1	ENSG00000115486	
BFSP1	1	ENSG00000125864	
SH3RF2	1	ENSG00000156463	
UFSP2	1	ENSG00000109775	
PCNX1	1	ENSG00000100731	
MPV17	1	ENSG00000115204	
KIF23	1	ENSG00000137807	
BARD1	1	ENSG00000138376	
PSIP1	1	ENSG00000164985	
TRAF3IP2	1	ENSG00000056972	
TRAM1	1	ENSG00000067167	
CEP15	1	ENSG00000114405	
MEF2A	1	ENSG00000068305	
N4BP2	1	ENSG00000078177	
ATXN1	1	ENSG00000124788	
KEAP1	1	ENSG00000079999	
HMGB2	1	ENSG00000164104	
MBD5	1	ENSG00000204406	
BOD1L1	1	ENSG00000038219	
PTPMT1	1	ENSG00000110536	
HES1	1	ENSG00000114315	
CCDC6	1	ENSG00000108091	
ZNF627	1	ENSG00000198551	
ACSF3	1	ENSG00000176715	
RAB11FIP5	1	ENSG00000135631	
GIGYF2	1	ENSG00000204120	
ARL13B	1	ENSG00000169379	
RUBCN	1	ENSG00000145016	
GSTA4	1	ENSG00000170899	
TP53BP2	1	ENSG00000143514	
CITED2	1	ENSG00000164442	
EDIL3	1	ENSG00000164176	
FAM114A1	1	ENSG00000197712	
TMEM106C	1	ENSG00000134291	
ANKS1A	1	ENSG00000064999	
PSMC6	1	ENSG00000100519	
NLRP1	1	ENSG00000091592	
CSKMT	1	ENSG00000214756	
POLR3F	1	ENSG00000132664	
CENPM	1	ENSG00000100162	
RAB3D	1	ENSG00000105514	
EEF1E1	1	ENSG00000124802	
AAMP	1	ENSG00000127837	
MBD1	1	ENSG00000141644	
CLIP4	1	ENSG00000115295	
MTA3	1	ENSG00000057935	
GSTO1	1	ENSG00000148834	
ENSG00000285043	1	ENSG00000285043	
ABCC1	1	ENSG00000103222	
