NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HORTON_SREBF_TARGETS	HORTON_SREBF_TARGETS		22	0.3592645	1.1009072	0.34749034	0.7861635	1.0	3396	tags=50%, list=28%, signal=70%	
BIOCARTA_ERAD_PATHWAY	BIOCARTA_ERAD_PATHWAY		16	0.39434502	1.1008201	0.3326572	0.7858421	1.0	3532	tags=56%, list=30%, signal=80%	
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE		22	0.3538068	1.1007606	0.33190578	0.78546685	1.0	2202	tags=32%, list=18%, signal=39%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE		13	0.41572693	1.1001834	0.33527133	0.7867408	1.0	5231	tags=77%, list=44%, signal=137%	
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR		18	0.37156355	1.1001047	0.3280318	0.78644085	1.0	1473	tags=22%, list=12%, signal=25%	
WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING	WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING		71	0.27299085	1.1000525	0.27142859	0.7860202	1.0	1313	tags=18%, list=11%, signal=20%	
LEE_DOUBLE_POLAR_THYMOCYTE	LEE_DOUBLE_POLAR_THYMOCYTE		16	0.38725224	1.100041	0.3294347	0.78549063	1.0	3625	tags=56%, list=30%, signal=81%	
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	CAIRO_PML_TARGETS_BOUND_BY_MYC_DN		11	0.4365044	1.0999367	0.33401638	0.78522927	1.0	1521	tags=36%, list=13%, signal=42%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		64	0.2806302	1.099638	0.28796843	0.78561425	1.0	2604	tags=30%, list=22%, signal=38%	
WU_CELL_MIGRATION	WU_CELL_MIGRATION		154	0.24028522	1.0995351	0.24798387	0.78537726	1.0	1815	tags=19%, list=15%, signal=22%	
PEREZ_TP63_TARGETS	PEREZ_TP63_TARGETS		201	0.23457147	1.0994204	0.2327189	0.7851675	1.0	3058	tags=34%, list=26%, signal=45%	
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR		14	0.40677947	1.0990927	0.32394367	0.7856316	1.0	3353	tags=50%, list=28%, signal=69%	
LIU_COMMON_CANCER_GENES	LIU_COMMON_CANCER_GENES		59	0.28070244	1.0988808	0.30635837	0.78571683	1.0	2020	tags=24%, list=17%, signal=28%	
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	PODAR_RESPONSE_TO_ADAPHOSTIN_DN		13	0.40270796	1.0986726	0.32987553	0.78585535	1.0	3679	tags=46%, list=31%, signal=67%	
REACTOME_TRIGLYCERIDE_METABOLISM	REACTOME_TRIGLYCERIDE_METABOLISM		21	0.36203957	1.0986323	0.31075698	0.78541493	1.0	3345	tags=38%, list=28%, signal=53%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		27	0.3371115	1.098482	0.33017078	0.7853207	1.0	1519	tags=30%, list=13%, signal=34%	
ZHU_SKIL_TARGETS_DN	ZHU_SKIL_TARGETS_DN		7	0.5064358	1.0982068	0.35236222	0.78558964	1.0	28	tags=14%, list=0%, signal=14%	
BIOCARTA_EICOSANOID_PATHWAY	BIOCARTA_EICOSANOID_PATHWAY		10	0.4577975	1.0979214	0.35080644	0.7859014	1.0	2543	tags=50%, list=21%, signal=63%	
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2		5	0.54879117	1.0979007	0.374	0.78540075	1.0	2001	tags=40%, list=17%, signal=48%	
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT		46	0.292619	1.0978574	0.29108912	0.78497106	1.0	2566	tags=30%, list=21%, signal=39%	
WANG_LMO4_TARGETS_UP	WANG_LMO4_TARGETS_UP		291	0.22173461	1.0973988	0.21218961	0.7858619	1.0	2623	tags=25%, list=22%, signal=32%	
WP_OVARIAN_INFERTILITY	WP_OVARIAN_INFERTILITY		25	0.3356204	1.0973566	0.31150794	0.7854368	1.0	3242	tags=48%, list=27%, signal=66%	
PATIL_LIVER_CANCER	PATIL_LIVER_CANCER		550	0.20968282	1.0972682	0.16027088	0.78515095	1.0	1149	tags=14%, list=10%, signal=15%	
BIOCARTA_EXTRINSIC_PATHWAY	BIOCARTA_EXTRINSIC_PATHWAY		7	0.49338296	1.0972327	0.35236222	0.78470516	1.0	2636	tags=43%, list=22%, signal=55%	
ONDER_CDH1_TARGETS_1_UP	ONDER_CDH1_TARGETS_1_UP		106	0.25581777	1.0964946	0.24091779	0.7865343	1.0	2600	tags=28%, list=22%, signal=36%	
PID_IL3_PATHWAY	PID_IL3_PATHWAY		18	0.36877733	1.0961303	0.33005893	0.7871048	1.0	2086	tags=28%, list=17%, signal=34%	
WP_BIOTIN_METABOLISM_INCLUDING_IMDS	WP_BIOTIN_METABOLISM_INCLUDING_IMDS		9	0.4540944	1.0955908	0.34705883	0.7882937	1.0	962	tags=22%, list=8%, signal=24%	
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS		97	0.25509632	1.0955687	0.26819128	0.78780776	1.0	2453	tags=31%, list=21%, signal=39%	
REACTOME_SIGNALING_BY_LTK	REACTOME_SIGNALING_BY_LTK		9	0.45714378	1.0953418	0.35658914	0.787992	1.0	3039	tags=67%, list=25%, signal=89%	
VALK_AML_CLUSTER_6	VALK_AML_CLUSTER_6		23	0.35372657	1.0953325	0.30975142	0.78746617	1.0	719	tags=17%, list=6%, signal=18%	
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7		307	0.21936956	1.0951432	0.21244635	0.7875243	1.0	2383	tags=23%, list=20%, signal=28%	
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS		18	0.37401116	1.0950575	0.34081632	0.7872484	1.0	2147	tags=39%, list=18%, signal=47%	
WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS	WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS		8	0.47344905	1.0949038	0.35685483	0.78718746	1.0	72	tags=13%, list=1%, signal=13%	
DOANE_BREAST_CANCER_ESR1_UP	DOANE_BREAST_CANCER_ESR1_UP		65	0.27418447	1.0947919	0.2860215	0.7869953	1.0	3118	tags=42%, list=26%, signal=56%	
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS		57	0.2827825	1.0947568	0.2965932	0.78654224	1.0	2850	tags=26%, list=24%, signal=34%	
ZHENG_FOXP3_TARGETS_IN_THYMUS_DN	ZHENG_FOXP3_TARGETS_IN_THYMUS_DN		7	0.49488607	1.0945984	0.36418512	0.78649217	1.0	6031	tags=100%, list=51%, signal=202%	
DALESSIO_TSA_RESPONSE	DALESSIO_TSA_RESPONSE		11	0.43009833	1.0944563	0.3395445	0.78637725	1.0	2906	tags=45%, list=24%, signal=60%	
YANG_BREAST_CANCER_ESR1_UP	YANG_BREAST_CANCER_ESR1_UP		24	0.34390244	1.0940558	0.31914893	0.78708297	1.0	1930	tags=25%, list=16%, signal=30%	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP		19	0.36525008	1.09369	0.3266533	0.7876998	1.0	4318	tags=58%, list=36%, signal=91%	
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS	WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS		10	0.43992716	1.0936799	0.3482309	0.7871697	1.0	3321	tags=50%, list=28%, signal=69%	
REACTOME_ISG15_ANTIVIRAL_MECHANISM	REACTOME_ISG15_ANTIVIRAL_MECHANISM		69	0.269839	1.0935217	0.30284554	0.78711206	1.0	2116	tags=28%, list=18%, signal=33%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		38	0.30882913	1.0932493	0.31528047	0.7874067	1.0	1304	tags=21%, list=11%, signal=24%	
KANG_FLUOROURACIL_RESISTANCE_UP	KANG_FLUOROURACIL_RESISTANCE_UP		19	0.3707161	1.0930063	0.31702545	0.7876523	1.0	1143	tags=26%, list=10%, signal=29%	
BIOCARTA_SHH_PATHWAY	BIOCARTA_SHH_PATHWAY		9	0.4554507	1.092939	0.3669355	0.78731674	1.0	1804	tags=33%, list=15%, signal=39%	
WP_AEROBIC_GLYCOLYSIS	WP_AEROBIC_GLYCOLYSIS		10	0.43228543	1.0928026	0.33070865	0.7872025	1.0	5841	tags=80%, list=49%, signal=157%	
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT		87	0.26374352	1.0925071	0.2646421	0.7875747	1.0	1735	tags=22%, list=15%, signal=25%	
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	MCBRYAN_PUBERTAL_BREAST_4_5WK_DN		142	0.24211466	1.0924791	0.25053996	0.787103	1.0	2401	tags=26%, list=20%, signal=32%	
LI_ESTROGENE_MCF7_E2_RESPONSE_UP	LI_ESTROGENE_MCF7_E2_RESPONSE_UP		28	0.33256444	1.0916317	0.31445312	0.7892668	1.0	3789	tags=54%, list=32%, signal=78%	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST		104	0.2565801	1.0916249	0.28041238	0.7887399	1.0	2888	tags=24%, list=24%, signal=31%	
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	MEISSNER_BRAIN_HCP_WITH_H3K27ME3		79	0.265699	1.0916125	0.27765238	0.78821516	1.0	2513	tags=30%, list=21%, signal=38%	
QI_PLASMACYTOMA_UP	QI_PLASMACYTOMA_UP		151	0.23958601	1.091213	0.23965141	0.7889032	1.0	1609	tags=19%, list=13%, signal=21%	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING		59	0.2812665	1.0909172	0.29681274	0.78931165	1.0	2122	tags=20%, list=18%, signal=25%	
GERHOLD_ADIPOGENESIS_DN	GERHOLD_ADIPOGENESIS_DN		50	0.29244286	1.0907501	0.34033614	0.78926057	1.0	3026	tags=36%, list=25%, signal=48%	
CHEBOTAEV_GR_TARGETS_DN	CHEBOTAEV_GR_TARGETS_DN		67	0.27573347	1.0904893	0.30277187	0.78955525	1.0	3843	tags=49%, list=32%, signal=72%	
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS		21	0.35091946	1.0900209	0.35437882	0.7904695	1.0	623	tags=19%, list=5%, signal=20%	
SOGA_COLORECTAL_CANCER_MYC_DN	SOGA_COLORECTAL_CANCER_MYC_DN		45	0.29520077	1.0898551	0.29341316	0.7904552	1.0	3199	tags=40%, list=27%, signal=54%	
WP_INFLAMMATORY_RESPONSE_PATHWAY	WP_INFLAMMATORY_RESPONSE_PATHWAY		16	0.3809705	1.0884295	0.3491461	0.7944126	1.0	3967	tags=50%, list=33%, signal=75%	
BIOCARTA_RAB_PATHWAY	BIOCARTA_RAB_PATHWAY		10	0.43672755	1.0880226	0.35809523	0.7951789	1.0	4220	tags=60%, list=35%, signal=93%	
BIOCARTA_NPC_PATHWAY	BIOCARTA_NPC_PATHWAY		11	0.42214042	1.0874007	0.36217305	0.79665136	1.0	1971	tags=36%, list=17%, signal=44%	
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP		144	0.23912926	1.0872165	0.25490198	0.79666215	1.0	2981	tags=33%, list=25%, signal=44%	
LI_INDUCED_T_TO_NATURAL_KILLER_UP	LI_INDUCED_T_TO_NATURAL_KILLER_UP		210	0.22780174	1.0868472	0.25110132	0.7973139	1.0	1697	tags=19%, list=14%, signal=22%	
PID_LYSOPHOSPHOLIPID_PATHWAY	PID_LYSOPHOSPHOLIPID_PATHWAY		51	0.29050434	1.0867646	0.3272727	0.7970282	1.0	719	tags=16%, list=6%, signal=17%	
WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS	WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS		11	0.4309327	1.0861243	0.35306123	0.7985601	1.0	126	tags=18%, list=1%, signal=18%	
NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED	NABA_MATRISOME_POORLY_METASTATIC_BREAST_CANCER_TUMOR_CELL_DERIVED		9	0.4612564	1.0856645	0.36039603	0.7994381	1.0	3310	tags=56%, list=28%, signal=77%	
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP		37	0.3076939	1.0856377	0.3195021	0.7989621	1.0	1680	tags=24%, list=14%, signal=28%	
HOSHIDA_LIVER_CANCER_SUBCLASS_S2	HOSHIDA_LIVER_CANCER_SUBCLASS_S2		100	0.25489888	1.0854602	0.2813187	0.7989236	1.0	2113	tags=23%, list=18%, signal=28%	
WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT	WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT		49	0.29025406	1.0854251	0.32179227	0.79847485	1.0	1035	tags=18%, list=9%, signal=20%	
AMIT_SERUM_RESPONSE_120_MCF10A	AMIT_SERUM_RESPONSE_120_MCF10A		57	0.28059408	1.0852066	0.32017544	0.79859316	1.0	2906	tags=42%, list=24%, signal=55%	
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK		41	0.30432656	1.0849469	0.30769232	0.79890305	1.0	2669	tags=32%, list=22%, signal=41%	
PECE_MAMMARY_STEM_CELL_DN	PECE_MAMMARY_STEM_CELL_DN		110	0.25117865	1.0849283	0.29764453	0.7984044	1.0	1928	tags=23%, list=16%, signal=27%	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS		87	0.2606536	1.0847818	0.3197556	0.7983182	1.0	3607	tags=43%, list=30%, signal=61%	
CAFFAREL_RESPONSE_TO_THC_24HR_5_UP	CAFFAREL_RESPONSE_TO_THC_24HR_5_UP		28	0.3299232	1.0845531	0.33066133	0.79851264	1.0	998	tags=14%, list=8%, signal=16%	
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE		58	0.2801204	1.084305	0.31622177	0.7987909	1.0	1495	tags=24%, list=13%, signal=27%	
BROWN_MYELOID_CELL_DEVELOPMENT_UP	BROWN_MYELOID_CELL_DEVELOPMENT_UP		109	0.24594054	1.0843	0.2521739	0.7982528	1.0	3372	tags=36%, list=28%, signal=49%	
GRADE_COLON_AND_RECTAL_CANCER_DN	GRADE_COLON_AND_RECTAL_CANCER_DN		61	0.27533576	1.0842475	0.31288344	0.7978592	1.0	1838	tags=25%, list=15%, signal=29%	
KEGG_MEDICUS_REFERENCE_EGF_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_JAK_STAT_SIGNALING_PATHWAY		6	0.5161242	1.0837779	0.38666666	0.7988271	1.0	4335	tags=83%, list=36%, signal=131%	
LUND_SILENCED_BY_METHYLATION	LUND_SILENCED_BY_METHYLATION		11	0.43314707	1.0837483	0.38235295	0.7983561	1.0	2373	tags=36%, list=20%, signal=45%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	RASHI_RESPONSE_TO_IONIZING_RADIATION_2		100	0.25089383	1.083623	0.28235295	0.798206	1.0	2545	tags=26%, list=21%, signal=33%	
FUKUSHIMA_TNFSF11_TARGETS	FUKUSHIMA_TNFSF11_TARGETS		8	0.46679598	1.0833292	0.38919926	0.79859364	1.0	196	tags=13%, list=2%, signal=13%	
GILMORE_CORE_NFKB_PATHWAY	GILMORE_CORE_NFKB_PATHWAY		7	0.4934651	1.0830992	0.36614174	0.7987932	1.0	4749	tags=57%, list=40%, signal=95%	
WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS		24	0.33938688	1.0830191	0.34552845	0.79852265	1.0	305	tags=8%, list=3%, signal=9%	
REACTOME_PROTEIN_UBIQUITINATION	REACTOME_PROTEIN_UBIQUITINATION		67	0.26956668	1.0827258	0.31798247	0.79887074	1.0	1280	tags=16%, list=11%, signal=18%	
ZWANG_EGF_INTERVAL_DN	ZWANG_EGF_INTERVAL_DN		156	0.23262261	1.0825101	0.27176222	0.7990103	1.0	3002	tags=29%, list=25%, signal=39%	
LAMB_CCND1_TARGETS	LAMB_CCND1_TARGETS		15	0.39358902	1.0824059	0.37	0.7988019	1.0	3903	tags=47%, list=33%, signal=69%	
KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY		19	0.364017	1.0822741	0.348643	0.79865456	1.0	2365	tags=37%, list=20%, signal=46%	
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP	PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP		14	0.40391827	1.0820682	0.3448276	0.79876274	1.0	3815	tags=36%, list=32%, signal=52%	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK		24	0.3423684	1.0817856	0.33333334	0.79916704	1.0	3691	tags=54%, list=31%, signal=78%	
BIDUS_METASTASIS_DN	BIDUS_METASTASIS_DN		97	0.25435722	1.0816933	0.28827038	0.79892254	1.0	2410	tags=29%, list=20%, signal=36%	
WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM		52	0.28785145	1.0810648	0.31687242	0.80043703	1.0	389	tags=12%, list=3%, signal=12%	
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK		75	0.2637634	1.0809314	0.31004366	0.80033755	1.0	2987	tags=32%, list=25%, signal=42%	
ELVIDGE_HYPOXIA_DN	ELVIDGE_HYPOXIA_DN		118	0.24518521	1.0808009	0.2962963	0.80017465	1.0	1724	tags=19%, list=14%, signal=23%	
WP_REGULATION_OF_ACTIN_CYTOSKELETON	WP_REGULATION_OF_ACTIN_CYTOSKELETON		104	0.25747114	1.0806415	0.30204082	0.80015266	1.0	1538	tags=18%, list=13%, signal=21%	
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7		7	0.49358556	1.080461	0.36734694	0.8001743	1.0	4230	tags=57%, list=35%, signal=88%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	RASHI_RESPONSE_TO_IONIZING_RADIATION_1		31	0.31810644	1.0804403	0.3266129	0.7997046	1.0	3030	tags=39%, list=25%, signal=52%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP		142	0.24009296	1.0803787	0.2719486	0.79934895	1.0	1376	tags=18%, list=12%, signal=20%	
SMID_BREAST_CANCER_LUMINAL_B_DN	SMID_BREAST_CANCER_LUMINAL_B_DN		291	0.22045964	1.0799016	0.2309417	0.8003395	1.0	2463	tags=24%, list=21%, signal=30%	
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS		26	0.32882112	1.0795704	0.37270877	0.80084676	1.0	2087	tags=27%, list=17%, signal=33%	
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP		278	0.2190045	1.079394	0.24524313	0.8008705	1.0	1986	tags=24%, list=17%, signal=28%	
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	MORI_LARGE_PRE_BII_LYMPHOCYTE_DN		41	0.2978383	1.0791614	0.328125	0.80110556	1.0	3675	tags=44%, list=31%, signal=63%	
ABE_VEGFA_TARGETS	ABE_VEGFA_TARGETS		13	0.41015553	1.078965	0.38446602	0.8011838	1.0	587	tags=23%, list=5%, signal=24%	
REACTOME_PI_3K_CASCADE_FGFR1	REACTOME_PI_3K_CASCADE_FGFR1		9	0.4577349	1.0783991	0.38030887	0.80240726	1.0	246	tags=22%, list=2%, signal=23%	
GUO_TARGETS_OF_IRS1_AND_IRS2	GUO_TARGETS_OF_IRS1_AND_IRS2		79	0.26237583	1.0783745	0.30753967	0.80192465	1.0	2599	tags=29%, list=22%, signal=37%	
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS		14	0.40401506	1.0780675	0.37864077	0.8023426	1.0	937	tags=29%, list=8%, signal=31%	
KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY		15	0.3800628	1.0778995	0.37816763	0.8023279	1.0	1943	tags=33%, list=16%, signal=40%	
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN		37	0.3017186	1.0777818	0.33333334	0.80217534	1.0	2761	tags=41%, list=23%, signal=53%	
GRATIAS_RETINOBLASTOMA_16Q24	GRATIAS_RETINOBLASTOMA_16Q24		18	0.36548567	1.0776856	0.34736842	0.8019257	1.0	1881	tags=28%, list=16%, signal=33%	
AMIT_SERUM_RESPONSE_480_MCF10A	AMIT_SERUM_RESPONSE_480_MCF10A		32	0.31982237	1.077674	0.3466934	0.8014255	1.0	3517	tags=38%, list=29%, signal=53%	
SEMENZA_HIF1_TARGETS	SEMENZA_HIF1_TARGETS		27	0.33017325	1.0774342	0.3501048	0.8016518	1.0	3679	tags=48%, list=31%, signal=69%	
BAE_BRCA1_TARGETS_UP	BAE_BRCA1_TARGETS_UP		66	0.27449414	1.0772296	0.33333334	0.8017378	1.0	2543	tags=26%, list=21%, signal=33%	
GOLUB_ALL_VS_AML_DN	GOLUB_ALL_VS_AML_DN		18	0.367544	1.077131	0.3655706	0.80149955	1.0	1941	tags=22%, list=16%, signal=26%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN		76	0.26444134	1.077107	0.29327902	0.80103016	1.0	2230	tags=26%, list=19%, signal=32%	
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE		15	0.37856945	1.0770375	0.37037036	0.8006984	1.0	587	tags=13%, list=5%, signal=14%	
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS	REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS		24	0.34056944	1.0768173	0.35596707	0.8008531	1.0	853	tags=17%, list=7%, signal=18%	
KEGG_MEDICUS_REFERENCE_NODAL_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_NODAL_SIGNALING_PATHWAY		6	0.51623476	1.0767233	0.416499	0.8006375	1.0	3004	tags=67%, list=25%, signal=89%	
FEKIR_HEPARG_SPHERE_VS_HEPARG_DN	FEKIR_HEPARG_SPHERE_VS_HEPARG_DN		26	0.3334157	1.0763489	0.3371869	0.8013574	1.0	2591	tags=35%, list=22%, signal=44%	
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING		6	0.5086701	1.0759209	0.37236086	0.80220073	1.0	1307	tags=33%, list=11%, signal=37%	
JAZAG_TGFB1_SIGNALING_UP	JAZAG_TGFB1_SIGNALING_UP		79	0.25725377	1.0756145	0.3156823	0.8026322	1.0	1133	tags=19%, list=9%, signal=21%	
CHEN_METABOLIC_SYNDROM_NETWORK	CHEN_METABOLIC_SYNDROM_NETWORK		825	0.1973834	1.0755208	0.15776698	0.80240905	1.0	3182	tags=29%, list=27%, signal=37%	
BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN		20	0.35537556	1.0754095	0.36078432	0.8022241	1.0	2229	tags=30%, list=19%, signal=37%	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE		33	0.31489262	1.0753443	0.35714287	0.8018686	1.0	1327	tags=21%, list=11%, signal=24%	
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS		12	0.41220623	1.0753043	0.37598425	0.8014483	1.0	2026	tags=33%, list=17%, signal=40%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		163	0.23652919	1.0749761	0.28846154	0.8018976	1.0	3605	tags=40%, list=30%, signal=57%	
WP_B_CELL_RECEPTOR_SIGNALING	WP_B_CELL_RECEPTOR_SIGNALING		74	0.26385257	1.0746902	0.31936127	0.8023091	1.0	3225	tags=35%, list=27%, signal=48%	
PID_RETINOIC_ACID_PATHWAY	PID_RETINOIC_ACID_PATHWAY		24	0.3341547	1.0745696	0.33935744	0.80217296	1.0	1347	tags=25%, list=11%, signal=28%	
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING		31	0.32470682	1.0745555	0.35699373	0.8016814	1.0	2132	tags=29%, list=18%, signal=35%	
